level3code,level3,categorycode,category,subcategorycode,subcategory,iditem,coditem,FMCODE,ean,item,is_deleted
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4590,23006,24aaaeb,,FIL AIRE FAP-4033 CA-5325 Fiat Duna-Uno 1.6,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4591,23007,24aaaeb,,FIL AIRE FAP-6008 C21104/1 Peugeot 206 HDI,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4592,23008,24aaaef,,FIL ACEITE JFO-0198 Corsa ASTRA DIESEL,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4593,23009,24aaaeb,,FIL AIRE FAP-2219-C21 014 VW Fox Suran Saveiro 1.6,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4594,23010,24aaaeb,,"FIL AIRE FAP-4054/3 - C 4371/1 CITRO�N C4 1,6",t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4595,23011,24aaaef,,FIL ACEITE WOE-131 HU 7002 Z FORD RANGER NUEVA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4596,23012,24aaaek,,FIL HABITACULO AKX-35157/CF-9071 Peugeot 206,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4597,23013,24aaaeb,,FIL AIRE JFA-0428/1 / C 3324 Honda Fit 1.4 8v,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4598,23014,24aaaeb,,"FIL AIRE JFA-0602 C 2324 Chevrolet Aveo 1,6 16v",t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4599,23015,24aaaef,,FIL ACEITE WOE-610/ HU726/2X VW Bora GOLF SEAT TDI,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4600,23016,24aaaef,,FIL ACEITE WO-342 W 712/94 AUDI A1 1.4 FSi 16v,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4601,22986,24aaaef,,FIL ACEITE JFO-0510 PH-5317 HYUNDAI ACCENT-ELANTRA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4602,22734,24aaaef,,FRAM FILTRO CARTUCHO DE ACEITE LIVIANO PH-11275,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4603,22733,24aaaeb,,Filtro Wix WA10550 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4604,22732,24aaaeb,,Filtro Mann C 14 114 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4605,22588,24aaaeg,,FILTRO MANN WK 846 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4606,22589,24aaaeg,,FILTRO MANN WK 853/21 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4607,22590,24aaaeg,,FILTRO MANN WK 853/3 X COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4608,22591,24aaaeg,,FILTRO MANN WK 853/7 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4609,22592,24aaaeg,,FILTRO MANN WK 9016 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4610,22593,24aaaeg,,FILTRO MANN WK 9034 Z COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4611,22594,24aaaeg,,FILTRO MANN WK 9046 Z COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4612,22595,24aaaeg,,FILTRO MANN WK 939 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4613,22596,24aaaeg,,FILTRO MANN WK 939/2 Z COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4614,22597,24aaaeg,,FILTRO MANN WK 939/7 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4615,22598,24aaaeg,,FILTRO MANN WK 940 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4616,22599,24aaaeg,,FILTRO MANN WK 940/11 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4617,22600,24aaaeg,,FILTRO MANN WK 940/16 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4618,22587,24aaaeg,,FILTRO MANN WK 845/3 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4619,22601,24aaaeg,,FILTRO MANN WK 940/35 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4620,22603,24aaaeg,,FILTRO MANN WK 950/26 X COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4621,22604,24aaaeg,,FILTRO MANN WK 950/6 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4622,22605,24aaaef,,FILTRO MANN WP 1026 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4623,22606,24aaaef,,FILTRO MANN WP 1144 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4624,22607,24aaaef,,FILTRO MANN WP 1169 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4625,22608,24aaaef,,FILTRO MANN WP 914 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4626,22609,24aaaef,,FILTRO MANN WP 920/80 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4627,22610,24aaaef,,FILTRO MANN WP 928/80 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4633,22602,24aaaeg,,FILTRO MANN WK 950/21 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4634,22586,24aaaeg,,FILTRO MANN WK 845 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4635,22585,24aaaeg,,FILTRO MANN WK 842/4 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4636,22584,24aaaeg,,FILTRO MANN WK 842/3 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4637,22555,24aaaeg,,FILTRO MANN WK 1040 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4638,22556,24aaaeg,,FILTRO MANN WK 42/1 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4639,22557,24aaaeg,,FILTRO MANN WK 42/2 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4640,22558,24aaaeg,,FILTRO MANN WK 48/3 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4641,22559,24aaaeg,,FILTRO MANN WK 510 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4642,22560,24aaaeg,,FILTRO MANN WK 512/1 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4643,22561,24aaaeg,,FILTRO MANN WK 513 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4644,22562,24aaaeg,,FILTRO MANN WK 55/3 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4645,22563,24aaaeg,,FILTRO MANN WK 58/3 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4646,22564,24aaaeg,,FILTRO MANN WK 614/46 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4647,22565,24aaaeg,,FILTRO MANN WK 618/1 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4648,22566,24aaaeg,,FILTRO MANN WK 69/2 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4649,22567,24aaaeg,,FILTRO MANN WK 712/4 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4650,22568,24aaaeg,,FILTRO MANN WK 718/2 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4651,22569,24aaaeg,,FILTRO MANN WK 723 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4652,22570,24aaaeg,,FILTRO MANN WK 730/1 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4653,22571,24aaaeg,,FILTRO MANN WK 79 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4654,22572,24aaaeg,,FILTRO MANN WK 8105 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4655,22573,24aaaeg,,FILTRO MANN WK 815/80 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4656,22574,24aaaeg,,FILTRO MANN WK 817/3 X COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4657,22575,24aaaeg,,FILTRO MANN WK 823 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4658,22576,24aaaeg,,FILTRO MANN WK 823/3 X COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4659,22577,24aaaeg,,FILTRO MANN WK 828 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4660,22578,24aaaeg,,FILTRO MANN WK 829/3 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4661,22579,24aaaeg,,FILTRO MANN WK 830/7 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4662,22580,24aaaeg,,FILTRO MANN WK 836 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4663,22581,24aaaeg,,FILTRO MANN WK 842 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4664,22582,24aaaeg,,FILTRO MANN WK 842/14 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4665,22583,24aaaeg,,FILTRO MANN WK 842/2 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4667,22625,24aaaeb,,FILTRO MANN C 21 002/1 AIRE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4668,22626,24aaaef,,FILTRO MANN HU 712/11 X ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4669,22627,24aaaeg,,FILTRO MANN PU 7005 COMB.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4670,22694,24aaaef,,FRAM FILTRO CARTUCHO DE ACEITE LIVIANO PH-5548 A,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4671,22695,24aaaek,,Filtro Mann CU 2622 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4672,22696,24aaaeb,,Filtro Mann C 14 013 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4673,22697,24aaaek,,Filtro Mann CU 22 007 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4674,22698,24aaaeg,,Filtro Wix WP24829 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4675,22699,24aaaek,,Filtro Mann CUK 20 011 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4676,22700,24aaaek,,Filtro Mann CU 2227 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4677,22701,24aaaeg,,Filtro Mann CU 2620 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4678,22702,24aaaeb,,Filtro Mann C 26 032 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4679,22703,24aaaeg,,Filtro Wix WP10284 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4680,22704,24aaaeg,,Filtro Wix WP10293 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4681,22705,24aaaeg,,Filtro Wix WP49101 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4682,22706,24aaaef,,Filtro Mann HU 821 X Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4683,22707,24aaaeg,,Filtro Mann WK 842/23 X Comb.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4684,22713,24aaaek,,FRAM FILTRO CARTUCHO DE CABINA LIVIANO CF-12145,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4685,22714,24aaaeb,,Filtro Mann C 26 013 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4686,22715,24aaaeb,,Filtro Wix WA9710 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4687,22716,24aaaeb,,Filtro Mann C 33 017 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4688,22717,24aaaeb,,Filtro Mann C 28 160/1 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4689,22718,24aaaeb,,Filtro Mann PU 927 X Comb.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4690,22719,24aaaek,,Filtro Mann CU 29 003-2 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4691,22721,24aaaef,,Filtro Wix WP9318 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4692,22722,24aaaeb,,Filtro Mann C 29 110 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4693,22723,24aaaef,,Filtro Mann W 716/1 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4694,22724,24aaaef,,Filtro Mann PU 7010 Z Comb.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4695,22725,24aaaeg,,Filtro Mann CU 8430 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4696,22726,24aaaeb,,Filtro Mann C 18 114 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4697,22727,24aaaef,,Filtro Mann W 66 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4698,22731,24aaaeb,,Filtro Mann C 28 125 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4699,22676,24aaaef,,Filtro Wix WL7204 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4701,22675,24aaaef,,Filtro Wix WL57037 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4702,22673,24aaaef,,Filtro Wix 51515 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4703,22628,24aaaef,,FILTRO WIX WL7254 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4704,22629,24aaaef,,FILTRO MANN W 75/2 ACEITE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4706,22635,24aaaeb,,Filtro Wix WA9781 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4707,22636,24aaaeb,,Filtro Mann C 24 137/1 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4708,22637,24aaaek,,Filtro Mann CU 2026 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4709,22638,24aaaeb,,Filtro Mann C 3880 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4710,22639,24aaaeb,,Filtro Mann C 28 010 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4711,22640,24aaaef,,Filtro Mann W 7003 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4712,22641,24aaaeb,,Filtro Mann C 30 904 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4713,22642,24aaaeb,,Filtro Mann C 30 100 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4715,22644,24aaaeb,,Filtro Mann C 21 001 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4716,22645,24aaaef,,Filtro Mann W 610/7 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4717,22646,24aaaef,,Filtro Mann W 830/3 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4718,22647,24aaaef,,Filtro Mann HU 6011 Z Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4719,22648,24aaaeb,,Filtro Mann C 30 011 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4720,22649,24aaaek,,Filtro Mann CU 26 006 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4721,22661,24aaaeb,,Filtro Wix WA48160 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4722,22662,24aaaef,,Filtro Wix WL10169 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4723,22663,24aaaef,,Filtro Wix WL7074 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4724,22664,24aaaef,,Filtro Wix WL7086 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4725,22665,24aaaef,,Filtro Wix WL7134 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4726,22666,24aaaef,,Filtro Wix WL7169 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4727,22667,24aaaef,,Filtro Wix WL7427 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4728,22669,24aaaeb,,FRAM FILTRO DE AIRE CA-11500 RV,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4729,22670,24aaaef,,FRAM FILTRO CARTUCHO DE ACEITE LIVIANO CH-11665 RV,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4730,22671,24aaaeb,,Filtro Mann C 26 135 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4731,22672,24aaaek,,Filtro Mann CU 13 002 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4732,22674,24aaaef,,Filtro Wix WL51820 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4755,18727,24aaaef,,FRAM FILTRO DE ACEITE CH-4747 RV,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4774,21976,24aaaeb,,Filtro Wix WA6246 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4846,17505,24aaaeb,,FRAM FILTRO DE AIRE CA-9053,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4883,5009,24aaaef,201001016247,FRAM FILTRO DE ACEITE PH-977,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4900,14048,24aaaef,009100423504,FRAM FILTRO DE ACEITE HPH-6349 A,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4977,24009,24aaaek,7798001697499,FIL HABITACULO AKX-1965 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4986,24078,,,Filtro Mann H 182 KIT Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4987,24077,24aaaek,,Filtro Mann CU 2440 Cabina,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4988,24076,24aaaeb,,Filtro Mann C 27 107 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4989,24075,,,Filtro Mann C 27 002 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4990,24074,24aaaeb,,Filtro Mann C 3698/3-2 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4991,24026,24aaaeb,,FIL AIRE WR-295 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4992,24025,24aaaef,,FIL ACEITE WOE-510 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4993,24024,24aaaef,,FIL ACEITE WOE-455 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4994,24022,24aaaef,,FIL ACEITE WOE-314 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4995,24021,24aaaef,,FIL ACEITE WOE-312 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4996,24020,24aaaef,,FIL ACEITE WOE-220 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4997,24019,24aaaef,,FIL ACEITE WO-670 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4998,24018,24aaaef,,FIL ACEITE WO-421 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,4999,24017,24aaaef,,FIL ACEITE WO-280 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5000,24016,24aaaef,,FIL ACEITE WO-121 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5001,24015,24aaaef,,FIL ACEITE JFO-0505P WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5002,24014,24aaaef,,FIL ACEITE JFO-0200 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5003,24013,24aaaeb,,FIL AIRE FAP-9469 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5004,24012,24aaaeb,,FIL AIRE FAP-6003 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5005,24011,24aaaeb,,FIL AIRE FAP-4812 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5006,24010,24aaaek,,FIL HABITACULO AKX-35112 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5007,24023,24aaaef,,FIL ACEITE WOE-315 WEGA,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5008,22778,24aaaef,,Filtro Mann HU 718/5 X Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5078,15735,24aaaeb,,FRAM FILTRO DE AIRE CA-9032,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5080,4729,24aaaef,201001013154,FRAM FILTRO DE ACEITE PH-2898,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5081,24148,24aaaeb,,Filtro de Aire Wega WR-744/1,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5082,24149,24aaaeb,,Filtro de Aire Wega JFA-0584,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5083,24150,24aaaeb,,Filtro de Aire Wega WR-194,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5084,24151,24aaaeb,,Filtro de Aire Wega JFA-0H27,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5088,25006,31aaabc,,KIT LUBRICENTRO - HELIX ULTRA 5w40 6L (4+2),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5089,25005,31aaabc,,KIT LUBRICENTRO - HELIX ULTRA 5w40 5L (4+1),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5090,25004,31aaabc,,KIT LUBRICENTRO - HELIX ULTRA 5w40 4L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5096,32008,31aaabc,,KIT LUBRICENTRO - HELIX ULTRA AF 5w30 8L (4+4),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5097,32006,31aaabc,,KIT LUBRICENTRO - HELIX ULTRA AF 5w30 6L (4+2),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5098,32005,31aaabc,,KIT LUBRICENTRO - HELIX ULTRA AF 5w30 5L (4+1),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5099,32004,31aaabc,,KIT LUBRICENTRO - HELIX ULTRA AF 5w30 4L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5104,30008,31aaabc,,KIT LUBRICENTRO - HELIX HX7 10w40 8L (4+4),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5105,30006,31aaabc,,KIT LUBRICENTRO - HELIX HX7 10w40 6L (4+2),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5106,30005,31aaabc,,KIT LUBRICENTRO - HELIX HX7 10w40 5L (4+1),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5107,30004,31aaabc,,KIT LUBRICENTRO - HELIX HX7 10w40 4L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5108,29008,31aaabc,,KIT LUBRICENTRO - HELIX HX8 AG 5w30 8L (4+4),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5109,29006,31aaabc,,KIT LUBRICENTRO - HELIX HX8 AG 5w30 6L (4+2),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5110,29005,31aaabc,,KIT LUBRICENTRO - HELIX HX8 AG 5w30 5L (4+1),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5111,29004,31aaabc,,KIT LUBRICENTRO - HELIX HX8 AG 5w30 4L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5112,28006,31aaabc,,KIT LUBRICENTRO - HELIX HX8 VW 5w40 6L (4+2),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5131,28005,31aaabc,,KIT LUBRICENTRO - HELIX HX8 VW 5w40 5L (4+1),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-07-00,Filtros,5132,28004,31aaabc,,KIT LUBRICENTRO - HELIX HX8 VW 5w40 4L,t
