level3code,level3,categorycode,category,subcategorycode,subcategory,iditem,coditem,FMCODE,ean,item,is_deleted
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,11,20435,21aecda,7790580104269,TOPLINE ORIGINAL M QUASAR X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,50,20364,21aecda,77944276,BELDENT CHICLE SIN AZUCAR CHICLE GLOBO X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,51,20365,21aecda,77901651,BELDENT CHICLE SIN AZUCAR FRUTILLA X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,74,20659,21aecda,7790580102432,TOPLINE ORIGINAL MINT MADRAS X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,83,20595,21aecda,77946645,BELDENT CHICLE SIN AZUCAR MENTA/POMELO X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,85,20594,21aecda,77946652,BELDENT CHICLE SIN AZUCAR MENTA/MANGO X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,166,19822,21aecda,77951113,TOPLINE 7 CHICLE S/AZUCAR STRAWBERRY X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,167,19823,21aecda,,TOPLINE 7 CHICLE S/AZUCAR ATM STRONG X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,173,20204,21aecda,7622300845902,BELDENT INFINIT CHICLE SIN AZUCAR LIVE X 26.6 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,174,20205,21aecda,7622300845872,BELDENT INFINIT CHICLE SIN AZUCAR WOW X 26.6 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,198,20203,21aecda,7622300845933,BELDENT INFINIT CHICLE SIN AZUCAR WILD X 26.6 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,298,21216,21aecda,7895144293769,MENTOS CHICLES BOTELLA WINTERGREEN X 56G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,299,21217,21aecda,7895144293752,MENTOS CHICLES BOTELLA FRESH MINT X 56G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,366,20883,21aecda,77948588,TOPLINE 7 SANDIA X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,370,20857,21aecda,7790580104252,TOPLINE 7 VIOLET CHERRY X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,386,20790,21aecca,77942401,BELDENT CHICLE SIN AZUCAR MENTOL TURBO X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,416,20961,21aecda,7790580105297,TOPLINE NF MELON X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,417,20962,21aecda,7790580105211,TOPLINE NF FRAMBUESA X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,493,04812,21aecca,022000001733,WRIGLEYs CHICLE JUICY FRUIT BARRITA X 15 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,519,17025,21aecda,77916426,TOPLINE CHICLE S/AZUCAR NUEVA MENTA TABL. X 6.7 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,520,17026,21aecda,77916389,TOPLINE CHICLE SIN AZUCAR FRUTA TABLETA X 6.7 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,521,17033,21aecda,77916396,TOPLINE CHICLE STRONG S/AZUCAR TABLETA X 6.7G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,698,19086,21aecca,7790580587307,FLICS CHICLES TABLETA FRUTA x 12.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,730,18842,21aecda,77931764,TOPLINE 7 CHICLE X-PLOSIVE MINT CAJA X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,731,18843,21aecda,77932693,TOPLINE 7 CHICLE S/AZUCAR MANDARINA  CAJA X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,873,18655,21aecda,77919489,"TOPLINE CHICLE S/AZUCAR SANDIA/MENT TABLETA X 6,7G",f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,880,18671,21aecda,7622300854218,BELDENT INFINIT CHICLE SIN AZUCAR BERRY X 26.6 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,895,18234,21aecca,0022000001719,WRIGLEYs CHICLE SPEARMINT BARRITA X 15GR,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,904,18368,21aecda,77916419,TOPLINE CHICLE DEFENSE S/AZUCAR TAB.X 6.7G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1338,23524,21aecda,,RAPPI 2X1 WRIGLEYS DOUBLEMINT 15G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1339,23525,21aecda,,RAPPI 2X1 WRIGLEYS SPEARMINT 15G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1387,21546,21aecda,7790580120702,TOPLINE 7 ULTRA GREEN MINT X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1388,21547,21aecda,7790580121013,TOPLINE 7 ULTRA RED BERRY X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1389,21548,21aecda,7790580120573,TOPLINE 7 ULTRA CLEAN X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1506,21407,21aecda,7622300873875,BELDENT INFINIT CHICLE SIN AZUCAR WILD 13.3G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1507,21408,21aecda,7622300873912,BELDENT INFINIT CHICLE SIN AZUCAR WOW X 13.3G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1509,21409,21aecda,7622300874018,BELDENT INFINIT CHICLE SIN AZUCAR LIVE X 13.3G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1518,21419,21aecda,022000006660,WRIGLEYs CHICLE DOUBLEMINT BARRITA X 45G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1519,21420,21aecda,02266503,WRIGLEYs CHICLE SPEARMINT BARRITA X 45G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1604,21461,21aecda,7622300988593,BELDENT X FRESH CHICLE S/AZUCAR PEP.EXPLOSIVO13.5G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1605,21462,21aecda,7622300988623,BELDENT X FRESH CHICLE S/AZUCAR G.SPEARMINT 13.5G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1685,22192,21aecca,7790580123345,TOPLINE 7 MENTHOL X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1775,21681,21aecca,77956002,TOPLINE 7 CLICKFRESH MTA X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1807,21806,21aecca,7622210889218,"BELDENT CHICLE BASE MENTA X 30,6GR",f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,1808,21807,21aecca,7622210890450,BELDENT CHICLE BASE STRONG X 30.6GR,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,3615,1466,21aecda,77942388,BELDENT CHICLE SIN AZUCAR MENTA FUERTE TABLE.X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,3616,1467,21aecda,77942371,BELDENT CHICLE SIN AZUCAR MENTA TABLETA X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,4059,4813,21aecca,22000001726,WRIGLEYs CHICLE DOUBLEMINT BARRITA X 15 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,4068,5295,21aecda,77942395,BELDENT CHICLE S/AZUCAR MENTOL EX.FRESCURA X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,4119,23562,,,DELIVERY TOPLINE 3X2,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,4893,23929,,,DELIVERY 1X$60 TOPLINE 7 ULTRA GMINT X 24 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5184,23968,21aecda,,DELIVERY 2 X $60 BCHI S/AZ MENTA FUERTE TABLE 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5185,23969,21aecda,,DELIVERY 2 X $60 BCHI S/AZUC MENTA TABLETA X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5186,23970,21aecda,,DELIVERY 2 X $60 BCHI S/AZUCAR MENTOL TURBO X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5329,24264,21aecca,76222106821200,BELDENT INFINIT CHICLES MENTA X 8 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5331,24430,21aecca,,DELIVERY 2da al 50% TOPLINE 7 ULTRA GMINT X 24 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5339,24438,21aecca,,DELIVERY 2da al 70% BELDENT INFINIT FRAM X 8,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5340,24439,21aecca,,DELIVERY 2da al 70% BELDENT INFINIT MENT X 8 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5353,24263,21aecca,76222106815800,BELDENT INFINIT CHICLES FRAMBUESA X 8 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5395,24512,21aecca,,BELDENT POSEIDON CHICLES MENTA X 10 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5396,24511,21aecca,,BELDENT POSEIDON CHICLES GLOBO X 10 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5397,24510,21aecca,,BELDENT POSEIDON CHICLES FRUTILLA X 10 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5406,24501,21aecca,,BELDENT POSEIDON CHICLES MENTA FUERTE X 10 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5408,24500,21aecca,,BELDENT POSEIDON CHICLES MENTOL X 10 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5448,24476,21aecca,,DELIVERY 2da al 50% TOPLINE 7 STRAWBERRY X 14 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5457,24485,21aecca,,DELIVERY 2da al 50% BELDENT  FRUTILLA X 10 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5458,24486,21aecca,,DELIVERY 2da al 50% BELDENT MENTA X 10 G,f
02-01,Kiosko,08-00-00,Golosinas,08-01-00,Chicles,5474,24475,21aecca,,DELIVERY 2da al 50% TOPLINE 7 MENTHOL X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,52,20378,21aecka,29107049,BUTTER TOFFEE CARAMELO BLANDO CHOCOLATE X 7.1G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,53,20379,21aecka,,"ARCOR MENTA CRISTAL CARAMELO SUELTO X 5,2G",f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,76,20670,21aecab,,BILLIKEN CARAMELO MASTICABLE FRUTA X 3G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,80,20682,21aecad,7790580111519,HALLOWEEN MOGUL GOMITAS PIRATAS BOLSA X 30G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,86,20588,21aecaa,079200619091,WONKA GOBSTOPPER CARAMELOS X 141G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,95,20523,21aecaa,7798130954586,WATER POP FUN CARAMELO X 23G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,99,20540,21aecba,77944412,MENTHO-PLUS ACIDOS NARANJA X 27.2G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,102,20546,21aecba,77944405,MENTHO-PLUS ACIDOS CEREZA X 27.2G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,111,20587,21aecaa,079200472140,WONKA RUNTS CARAMELOS X 141G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,112,20590,21aecaa,,MARSHMALLOWS TWIST CARAMELO X 12G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,153,19699,21aecaa,7798130952353,TWISTER POP CHUPETIN X 21G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,154,19751,21aecab,7790580169312,MOGUL CARAMELOS DE GOMA CEREBRITOS X 30G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,155,19752,21aecab,7790580616717,MOGUL CARAMELOS DE GOMA COCODRILOS X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,184,20229,21aecia,78605831,TIC TAC PASTILLAS SABOR FRUTILLA CAJA X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,217,20117,21aecaa,77928672,MENTHOPLUS CREMIX BERRIES 29G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,218,20118,21aecaa,77928689,MENTHOPLUS CREMIX FRUTILLA 29G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,219,20119,21aecad,,MOGUL BANANITAS X 6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,222,20136,21aecad,7790580111588,HALLOWEEN MOGUL GOMITAS MURCIELAGO BOLSA X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,223,20137,21aecad,7790580111601,HALLOWEEN GOMITAS COLMILLO BOLSA X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,234,21067,21aecaa,7798068099052,DRIMER CHUPETIN CORAZON DE CHOCOLATE X 18G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,266,21020,21aecaa,77946348,KISS POP CHUPETIN X 15G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,267,21021,21aecaa,77948366,CRAZY POP MOSTACHO CHUPETIN X 15G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,271,21044,21aecba,77946812,MENTHOPLUS�ZERO�CARAMELOS DURAZNO X 26.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,272,21045,21aecba,77946836,MENTHOPLUS�ZERO�CARAMELOS POMELO X 26.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,273,21047,21aecba,77901095,MENTHOPLUS�ZERO�CARAMELOS STRONG X 26.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,278,21052,21aecaa,070462098358,SOUR PATCH KIDS GOMITAS X 99G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,279,21053,21aecaa,070462082517,SOUR PATCH WATERMELON GOMITAS X 99G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,292,21210,21aecad,7790580116965,MOGUL CARAMELOS DE GOMA EXTREME ACIDO ROLLO X 35G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,293,21211,21aecba,,MENTHOPLUS CARAMELOS VITAMIN LIMON X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,294,21212,21aecba,,MENTHOPLUS CARAMELOS VITAMIN FRUTILLA X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,339,21169,21aecad,7790580117054,MOGUL CARAMELOS DE GOMA FRUTALES BOLSA X 60G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,340,21178,21aecaa,7896624202431,RING POP CHUPETINES MUNDIAL X 10G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,343,20722,21aecia,78606234,TIC TAC PASTILLAS SABOR MENTA TORMENTA X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,349,20831,21aecba,78930643,MENTOS CARAMELOS MASTICAB.SAB.TUTTI FRUTTI X 29.7G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,350,20832,21aecba,78933163,MENTOS CARAMELOS MASTICAB.SAB.FRUTOS ROJOS X 29.7G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,383,20776,21aecab,7790580005887,MOGUL GOMITAS DE FRUTA 50% X 25G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,387,20804,21aecaa,7622210757289,HALLS HONEY LEMONLYPTUS CARAMELOS DUROS PAQ.X 28G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,388,20805,21aecaa,7622210659040,HALLS COLORS CARAMELOS DUROS PAQ.X 25.2G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,389,20806,21aecaa,77933928,HALLS MENTA LYPTUS CARAMELOS DUROS PAQ.X 28G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,481,09187,,7790580060008,SUGUS CARAMELO MASTICABLE SUELTO X 3.3 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,538,17366,21aecaa,7792222002827,D.R.F. PASTILLAS COMPRIMIDAS NARANJA PAQUETE X 23G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,539,17387,21aecaa,7792222002865,D.R.F. PASTILLAS COMPRIMIDAS MENTA PAQUETE X 23G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,542,17412,21aecga,77922656,MENTHO-PLUS CARAMELOS INHALANTES CEREZA X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,555,15880,21aecab,78916401,MENTOS CARAMELOS MASTICABLES SAB.FRUTA X 29.7GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,556,15881,21aecab,78916418,MENTOS CARAMELOS MASTICABLES SAB.MENTA X 29.7GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,567,16725,21aecgb,7622210659026,HALLS STRONG LYPTUS CARAMELOS DUROS PAQ.X 28 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,568,16726,21aecgb,7622210658982,HALLS MENTHO LYPTUS CARAMELOS DUROS PAQ.X 28 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,570,16767,21aecgb,7622210659002,HALLS CHERRY LYPTUS CARAMELOS DUROS PAQ.X 28 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,573,17414,21aecga,,MENTHO-PLUS CARAMELOS INHALANTES MIEL X 30.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,623,01324,,7790580602000,MOGUL CARAMELOS DE GOMA FRUTALES ROLLO X 35G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,688,17415,21aecga,,MENTHO-PLUS CARAMELOS INHALANTES STRONG X 30.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,690,17474,21aecgb,77946829,MENTHO-PLUS CARAMELOS SIN AZUCAR MENTOL X 27.3G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,697,19080,21aecaa,7798130950779,FROSTY POP CHUPETIN X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,717,18934,21aecab,7790380002826,FLYNN PAFF CONFITADOS CONFITES DE CARAM/SURT.X 50G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,719,18724,21aecab,,CONTROL STOCK CARAMELOS GRANEL,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,727,18822,21aecad,7790580230111,MOGUL CARAMELOS DE GOMA VIBORITAS X 30 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,740,18899,21aecad,7790580618315,MOGUL CARAMELOS DE GOMA FRUTALES BOLSA X 50G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,743,18917,21aecab,7797453972482,STARBURST CARAMELO MASTICABLE SURTIDO PAQ.X 58.7G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,774,18715,21aecaa,079200558338,NERDS CARAMELOS WONKA RAINBOW  X 170 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,805,18697,21aecab,7790580214104,ARCOR RODAJAS ACIDAS BOLSA  X 4.7 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,810,17872,21aecaa,5011053003325,PUSH POP CHUPETIN MUNDIAL X 15G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,816,17973,21aecaa,7896624202493,RING POP CHUPETINES FRUTALES X 14GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,832,18213,21aecaa,0022000018489,SKITTLES CONFITES WILDBERRY PAQ.X 61.5GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,835,17476,21aecgb,77946805,MENTHO-PLUS CARAMELOS SIN AZUCAR CHERRY X 27.3G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,837,17492,21aecad,7790580112097,HALLOWEEN CALABAZA X 400G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,855,17718,21aecaa,793362,NERDS CONFITES GRAPE-STRAWBERRY CAJA X 46.7GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,859,17766,21aecia,78605039,TIC TAC PASTILLAS SABOR CHERRY MINT CAJA X 16 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,862,18214,21aecaa,0022000018465,SKITTLES CONFITES ORIGINAL FRUIT PAQ.X 61.5GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,872,18651,21aecad,7790580199913,MOGUL CARAMELOS DE GOMA OSITOS X 30 GR,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,883,18685,21aecad,7790580309206,MOGUL EUCALIPTUS  X 5.4 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,884,18686,21aecad,7790580308100,MOGUL JELLY BUTT X 4.7 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,885,18688,21aecad,7790580309602,MOGUL ANILLITOS  X 6.4 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,886,18689,21aecad,7790580273804,MOGUL GUSANITOS  X 6.8 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,887,18691,21aecad,7790580271404,MOGUL DIENTES  X 5.5 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,888,18696,21aecka,7790580178208,ARCOR CARAMELOS MASTICABLES DE FRUTA  X 3.3 GRS,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,893,18230,21aecaa,079200003579,NERDS CONFITES APPLE-LEMONADE CAJA X 46.7GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,894,18231,21aecaa,0000007933929,NERDS CONFITES WILDCHERRY-WATERMELON CAJA X 46.7GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,914,18480,21aecaa,77924285,HALLS CREAMY CARAM.DUROS SABOR FRUTILLA PAQ.X 27GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,915,18481,21aecaa,8435124852396,FUN POP CARAMELO LOLLIPOP BLISTER X 15GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,958,22800,21aecaa,,DESCUENTO PARQUE AUCHAN,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1017,23254,21aecab,7790580117047,MOGUL CARAMELO DE GOMA MONSTRUITOS X 30G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1037,222656,21aecad,,HALLOWEEN MOGUL CARAMELO DE GOMA LARVITAS X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1059,22653,21aecad,7790580127886,CALABAZA HALLOWEEN MASTIC. 12X396G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1060,22654,21aecad,7790580118457,BALDE HALLOWEEN MASTIC. 12X200G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1090,22655,21aecad,7790580127831,HALLOWEEN MOGUL CARAMELO DE GOMA CALABAZA X 80G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1091,22656,21aecad,7790580109141,HALLOWEEN MOGUL CARAMELO DE GOMA LARVITAS X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1267,23445,21aecaa,77918543,HALLS FREE MENTA X 28 G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1278,23444,21aecaa,7622300868420,HALLS FREE CHERRY X 28 G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1292,23443,21aecab,7622300803698,CLIGHT CARAMELOS NARANJA,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1336,23522,21aecab,,DELIVERY 3X2 MOGUL ROLLO ACIDO,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1337,23523,21aecab,,DELIVERY 3X2 MOGUL ROLLO FRUTAL,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1395,21556,21aecab,7790580116958,MOGUL CARAMELO DE GOMA DINOS X 30G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1396,21557,21aecab,,MOGUL CARAMELO DE GOMA TAMBORCITOS X 25G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1406,21555,21aecab,7790580617813,MOGUL CARAMELO DE GOMA PIECITOS X 30G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1410,21502,21aecka,7790580119119,ARCOR POTE CARAMELOS MENTA CRISTAL X 150G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1411,21503,21aecka,7790580117085,ARCOR POTE CARAMELOS RELLENO FRUTALES X 150G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1412,21504,21aecab,,POTE BUTTER TOFFEES X 150G,t
